Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Chromosome/scaffold name
ENSG00000198429	ENSG00000198429.9	ZNF69	11887784	19
ENSG00000234896	ENSG00000234896.1	OR7E62P	71055527	2
ENSG00000281091	ENSG00000281091.3	AL117327.1	103404777	X
ENSG00000223756	ENSG00000223756.6	TSSC2	3380961	11
ENSG00000241067	ENSG00000241067.2	RPL17P40	16094192	16
ENSG00000258881	ENSG00000258881.6	AC007040.2	70939318	2
ENSG00000065371	ENSG00000065371.17	ROPN1	123968521	3
ENSG00000248261	ENSG00000248261.2	AC008948.1	102141893	5
ENSG00000226126	ENSG00000226126.2	PSMC1P12	118614333	1
ENSG00000276011	ENSG00000276011.1	KIR2DL2	54754397	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000205847	ENSG00000205847.6	OR7E91P	71024127	2
ENSG00000259211	ENSG00000259211.1	AC013356.2	40464193	15
ENSG00000196260	ENSG00000196260.5	SFTA2	30931353	6
ENSG00000259364	ENSG00000259364.1	AC013356.3	40453444	15
ENSG00000229911	ENSG00000229911.2	AL139148.1	118712999	1
ENSG00000263375	ENSG00000263375.1	AC233702.2	21592794	17
ENSG00000172476	ENSG00000172476.4	RAB40A	103499130	X
ENSG00000260272	ENSG00000260272.1	AC093525.2	2496032	16
ENSG00000260417	ENSG00000260417.1	AC092127.1	85592266	16
ENSG00000205923	ENSG00000205923.3	CEMP1	2530035	16
ENSG00000270313	ENSG00000270313.1	COX6CP16	85278820	16
ENSG00000176024	ENSG00000176024.18	ZNF613	51927147	19
ENSG00000234405	ENSG00000234405.2	Z69733.1	103486461	X
ENSG00000278716	ENSG00000278716.1	AC133540.1	85489813	16
ENSG00000233529	ENSG00000233529.1	HCG21	30945979	6
ENSG00000189398	ENSG00000189398.5	OR7E12P	3390780	11
ENSG00000145681	ENSG00000145681.10	HAPLN1	83637805	5
ENSG00000131149	ENSG00000131149.19	GSE1	85169525	16
ENSG00000279520	ENSG00000279520.1	AC093525.8	2516658	16
ENSG00000168631	ENSG00000168631.12	MUCL3	30934523	6
ENSG00000174136	ENSG00000174136.12	RGMB	98768650	5
ENSG00000233785	ENSG00000233785.1	AC131011.1	23772992	X
ENSG00000223802	ENSG00000223802.7	CERS1	18868545	19
ENSG00000185883	ENSG00000185883.12	ATP6V0C	2513952	16
ENSG00000166492	ENSG00000166492.9	FAM86GP	3410352	11
ENSG00000270120	ENSG00000270120.1	AC007728.3	50712844	16
ENSG00000232789	ENSG00000232789.1	AC053503.3	219358870	2
ENSG00000101224	ENSG00000101224.17	CDC25B	3786772	20
ENSG00000196396	ENSG00000196396.10	PTPN1	50510321	20
ENSG00000285688	ENSG00000285688.1	AL161443.1	7177577	9
ENSG00000288042	ENSG00000288042.1	AL157703.1	7304551	9
ENSG00000272783	ENSG00000272783.1	AC147067.2	1550284	4
ENSG00000244459	ENSG00000244459.2	AC147067.1	1574062	4
ENSG00000230207	ENSG00000230207.1	RPL4P5	7477045	9
ENSG00000264522	ENSG00000264522.6	OTUD7B	149937812	1
ENSG00000125863	ENSG00000125863.20	MKKS	10401009	20
ENSG00000264666	ENSG00000264666.1	AC020558.1	17591428	17
ENSG00000280106	ENSG00000280106.1	AC008555.7	34949038	19
ENSG00000092607	ENSG00000092607.15	TBX15	118883046	1
ENSG00000188660	ENSG00000188660.4	LINC00319	43446601	21
ENSG00000223606	ENSG00000223606.7	HLA-V	29788252	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000279232	ENSG00000279232.2	AC008522.1	98792861	5
ENSG00000089775	ENSG00000089775.11	ZBTB25	64449106	14
ENSG00000261633	ENSG00000261633.1	AC018552.3	57622034	16
ENSG00000180884	ENSG00000180884.10	ZNF792	34956354	19
ENSG00000107874	ENSG00000107874.11	CUEDC2	102423245	10
ENSG00000246763	ENSG00000246763.7	RGMB-AS1	98769618	5
ENSG00000178654	ENSG00000178654.11	PPIAP33	7597823	9
ENSG00000273056	ENSG00000273056.1	AL354694.1	7786105	9
ENSG00000250582	ENSG00000250582.1	SMAD1-AS2	145497073	4
ENSG00000162066	ENSG00000162066.15	AMDHD2	2520357	16
ENSG00000286798	ENSG00000286798.1	AC022832.2	13629644	8
ENSG00000137038	ENSG00000137038.8	DMAC1	7796500	9
ENSG00000255457	ENSG00000255457.1	AC022880.2	13695574	8
ENSG00000287554	ENSG00000287554.1	AC006364.1	121304657	7
ENSG00000251467	ENSG00000251467.1	AC020893.2	72996920	5
ENSG00000204052	ENSG00000204052.4	LRRC73	43506969	6
ENSG00000248930	ENSG00000248930.1	AC020893.1	73020700	5
ENSG00000255413	ENSG00000255413.1	AC022880.1	13741809	8
ENSG00000174137	ENSG00000174137.12	FAM53A	1617915	4
ENSG00000260157	ENSG00000260157.3	AC233702.1	21614487	17
ENSG00000254753	ENSG00000254753.1	AC022690.2	13844101	8
ENSG00000235317	ENSG00000235317.4	HCG4	29789145	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000157107	ENSG00000157107.14	FCHO2	72956041	5
ENSG00000264958	ENSG00000264958.2	ALOX12P1	30529688	17
ENSG00000254425	ENSG00000254425.1	AC022690.1	13909231	8
ENSG00000205336	ENSG00000205336.11	ADGRG1	57610652	16
ENSG00000261814	ENSG00000261814.1	HLA-P	29797637	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000219470	ENSG00000219470.1	AL355802.1	43538822	6
ENSG00000232043	ENSG00000232043.1	AL133230.1	50570975	20
ENSG00000275906	ENSG00000275906.1	NAPGP2	30961403	6
ENSG00000271754	ENSG00000271754.1	AL355802.2	43519180	6
ENSG00000274465	ENSG00000274465.5	KIR3DS1	54860636	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000287619	ENSG00000287619.1	AL021308.1	103563917	X
ENSG00000227030	ENSG00000227030.2	RPL7AP7	29800417	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000285723	ENSG00000285723.1	AL034430.2	10420546	20
ENSG00000215900	ENSG00000215900.4	SELENOWP1	31094987	1
ENSG00000285508	ENSG00000285508.1	AL034430.1	10413520	20
ENSG00000260900	ENSG00000260900.1	AC145350.3	33059936	16
ENSG00000171453	ENSG00000171453.20	POLR1C	43509702	6
ENSG00000287793	ENSG00000287793.1	AC068535.2	104423039	2
ENSG00000261599	ENSG00000261599.6	HERC2P8	33094204	16
ENSG00000258210	ENSG00000258210.1	AC144548.1	110387463	12
ENSG00000254789	ENSG00000254789.3	AC073172.1	15571817	11
ENSG00000267274	ENSG00000267274.1	AC008770.3	11939959	19
ENSG00000198208	ENSG00000198208.11	RPS6KL1	74903954	14
ENSG00000173930	ENSG00000173930.9	SLCO4C1	102233986	5
ENSG00000258011	ENSG00000258011.2	HMGA1P3	110429959	12
ENSG00000197054	ENSG00000197054.11	ZNF763	11965037	19
ENSG00000187838	ENSG00000187838.17	PLSCR3	7389727	17
ENSG00000280890	ENSG00000280890.1	ELDR	55235965	7
ENSG00000254946	ENSG00000254946.2	AC073172.2	15552855	11
ENSG00000281162	ENSG00000281162.2	LINC01127	101962056	2
ENSG00000237210	ENSG00000237210.1	AC073324.1	55244247	7
ENSG00000130283	ENSG00000130283.9	GDF1	18868545	19
ENSG00000230564	ENSG00000230564.1	CALM1P2	55259809	7
ENSG00000134028	ENSG00000134028.14	ADAMDEC1	24384285	8
ENSG00000254645	ENSG00000254645.2	AC087379.1	15701265	11
ENSG00000224543	ENSG00000224543.4	SNRPGP15	14489388	19
ENSG00000230936	ENSG00000230936.1	AC073347.1	55342316	7
ENSG00000237226	ENSG00000237226.1	RPS3AP39	3549745	11
ENSG00000138363	ENSG00000138363.15	ATIC	215311956	2
ENSG00000248975	ENSG00000248975.2	AL133372.2	29952397	14
ENSG00000287906	ENSG00000287906.1	AC127526.5	3475280	11
ENSG00000123159	ENSG00000123159.16	GIPC1	14477760	19
ENSG00000284605	ENSG00000284605.1	AC127526.3	3429758	11
ENSG00000257120	ENSG00000257120.1	AL356756.1	29652809	14
ENSG00000254695	ENSG00000254695.2	AC087379.2	15605484	11
ENSG00000287811	ENSG00000287811.1	AL391840.3	79537540	6
ENSG00000255522	ENSG00000255522.1	SNRPCP5	3531420	11
ENSG00000257904	ENSG00000257904.1	AL133372.3	29940745	14
ENSG00000225763	ENSG00000225763.1	MICG	29809789	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000261970	ENSG00000261970.1	AL391840.2	79552794	6
ENSG00000287312	ENSG00000287312.1	AC127526.4	3511559	11
ENSG00000287142	ENSG00000287142.1	AL355053.1	29928445	14
ENSG00000269694	ENSG00000269694.1	AC005197.1	18881680	19
ENSG00000272137	ENSG00000272137.1	AL451064.1	79561132	6
ENSG00000254757	ENSG00000254757.1	AC127526.1	3469319	11
ENSG00000204580	ENSG00000204580.13	DDR1	30876421	6
ENSG00000155561	ENSG00000155561.15	NUP205	135557917	7
ENSG00000240201	ENSG00000240201.1	AL133372.1	30055210	14
ENSG00000279659	ENSG00000279659.1	AL451064.2	79573877	6
ENSG00000284639	ENSG00000284639.1	AP006294.2	3580927	11
ENSG00000196757	ENSG00000196757.8	ZNF700	11925068	19
ENSG00000204544	ENSG00000204544.5	MUC21	30983718	6
ENSG00000166226	ENSG00000166226.13	CCT2	69585426	12
ENSG00000255367	ENSG00000255367.3	AC127526.2	3481520	11
ENSG00000234781	ENSG00000234781.2	LINC01103	104488458	2
ENSG00000184304	ENSG00000184304.15	PRKD1	29576479	14
ENSG00000260141	ENSG00000260141.1	AC145350.2	33043609	16
ENSG00000235597	ENSG00000235597.2	LINC01102	104430130	2
ENSG00000223688	ENSG00000223688.2	RPS24P14	3559657	11
ENSG00000106789	ENSG00000106789.13	CORO2A	98120975	9
ENSG00000187912	ENSG00000187912.11	CLEC17A	14583084	19
ENSG00000156920	ENSG00000156920.10	ADGRG4	136300963	X
ENSG00000241680	ENSG00000241680.1	RPL31P49	110460988	12
ENSG00000255437	ENSG00000255437.1	AC023538.1	14022687	8
ENSG00000167700	ENSG00000167700.9	MFSD3	144509070	8
ENSG00000261272	ENSG00000261272.1	MUC22	31010474	6
ENSG00000111231	ENSG00000111231.9	GPN3	110452486	12
ENSG00000235773	ENSG00000235773.8	NRM	30677910	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000267179	ENSG00000267179.1	AC008770.2	11925075	19
ENSG00000286960	ENSG00000286960.1	AC009869.2	15864452	11
ENSG00000255365	ENSG00000255365.1	AC040926.1	14690382	8
ENSG00000185053	ENSG00000185053.14	SGCZ	14084845	8
ENSG00000228789	ENSG00000228789.7	HCG22	31053450	6
ENSG00000264617	ENSG00000264617.1	AC233702.4	21655843	17
ENSG00000106070	ENSG00000106070.19	GRB10	50590063	7
ENSG00000274748	ENSG00000274748.1	AC233702.9	21678086	17
ENSG00000144369	ENSG00000144369.13	FAM171B	186694060	2
ENSG00000261488	ENSG00000261488.1	TBILA	112133423	3
ENSG00000255076	ENSG00000255076.2	AC084838.1	14879057	8
ENSG00000116649	ENSG00000116649.10	SRM	11054584	1
ENSG00000254575	ENSG00000254575.2	AC022039.1	14161084	8
ENSG00000214695	ENSG00000214695.3	NPAP1P2	79860573	10
ENSG00000206206	ENSG00000206206.11	DAXX	33296480	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000214366	ENSG00000214366.4	EIF4EP5	14309033	8
ENSG00000275937	ENSG00000275937.1	KIR2DL5B	54770973	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000091409	ENSG00000091409.15	ITGA6	172427354	2
ENSG00000204437	ENSG00000204437.7	CTSLP6	79870375	10
ENSG00000236993	ENSG00000236993.2	GAPDHP21	55667341	10
ENSG00000275500	ENSG00000275500.1	GU182339.1	54888671	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000270541	ENSG00000270541.1	AC069545.1	55746551	10
ENSG00000286113	ENSG00000286113.1	AC022868.2	73879046	8
ENSG00000244144	ENSG00000244144.1	AC128688.1	112185480	3
ENSG00000231902	ENSG00000231902.2	AL135923.2	7914514	9
ENSG00000148814	ENSG00000148814.18	LRRC27	132332154	10
ENSG00000275732	ENSG00000275732.4	KIR2DL4	54847612	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000172139	ENSG00000172139.15	SLC9C1	112140898	3
ENSG00000237232	ENSG00000237232.8	ZNF295-AS1	42009194	21
ENSG00000251330	ENSG00000251330.3	AC114939.1	148430159	5
ENSG00000226376	ENSG00000226376.1	AL135923.1	7930827	9
ENSG00000236607	ENSG00000236607.3	EEF1DP8	62169293	11
ENSG00000138448	ENSG00000138448.12	ITGAV	186590056	2
ENSG00000095383	ENSG00000095383.20	TBC1D2	98199011	9
ENSG00000173276	ENSG00000173276.14	ZBTB21	41986831	21
ENSG00000185186	ENSG00000185186.10	LINC00313	43461960	21
ENSG00000220537	ENSG00000220537.1	AL121977.1	82263996	6
ENSG00000253535	ENSG00000253535.5	AC120193.1	24295814	8
ENSG00000244266	ENSG00000244266.1	AC090058.1	50365652	12
ENSG00000223757	ENSG00000223757.8	VWA7	31841886	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000286875	ENSG00000286875.1	AL121977.2	82353861	6
ENSG00000146242	ENSG00000146242.8	TPBG	82363206	6
ENSG00000253643	ENSG00000253643.6	AC024958.1	24490312	8
ENSG00000254661	ENSG00000254661.3	AC009869.1	15910528	11
ENSG00000242888	ENSG00000242888.1	AL133368.1	99974336	14
ENSG00000168350	ENSG00000168350.8	DEGS2	100143957	14
ENSG00000143742	ENSG00000143742.13	SRP9	225777813	1
ENSG00000154545	ENSG00000154545.16	MAGED4	52184823	X
ENSG00000223975	ENSG00000223975.1	AP001048.1	43465309	21
ENSG00000069206	ENSG00000069206.15	ADAM7	24440930	8
ENSG00000263860	ENSG00000263860.1	AC011840.3	30550493	17
ENSG00000204856	ENSG00000204856.12	FAM216A	110468415	12
ENSG00000125089	ENSG00000125089.17	SH3TC1	8182072	4
ENSG00000269235	ENSG00000269235.2	ZNF350-AS1	51949134	19
ENSG00000204542	ENSG00000204542.2	C6orf15	31111223	6
ENSG00000168515	ENSG00000168515.3	SCGB1D1	62190216	11
ENSG00000256683	ENSG00000256683.7	ZNF350	51964340	19
ENSG00000205544	ENSG00000205544.4	TMEM256	7402975	17
ENSG00000136238	ENSG00000136238.18	RAC1	6374527	7
ENSG00000270124	ENSG00000270124.1	AC092127.2	85580009	16
ENSG00000287946	ENSG00000287946.1	AC092377.1	85345271	16
ENSG00000112559	ENSG00000112559.14	MDFI	41636882	6
ENSG00000287787	ENSG00000287787.1	AC092275.1	85227203	16
ENSG00000179219	ENSG00000179219.5	LINC00311	85282958	16
ENSG00000239671	ENSG00000239671.1	AC100793.1	42714299	17
ENSG00000224001	ENSG00000224001.2	AL360081.1	98234709	9
ENSG00000131153	ENSG00000131153.9	GINS2	85676198	16
ENSG00000273780	ENSG00000273780.2	ARHGAP23	38229196	CHR_HSCHR17_7_CTG4
ENSG00000174292	ENSG00000174292.12	TNK1	7380534	17
ENSG00000124935	ENSG00000124935.4	SCGB1D2	62242239	11
ENSG00000227845	ENSG00000227845.2	AL627223.1	125372325	9
ENSG00000108799	ENSG00000108799.13	EZH1	42700275	17
ENSG00000249245	ENSG00000249245.2	NCOA4P3	145624159	4
ENSG00000151611	ENSG00000151611.16	MMAA	145599042	4
ENSG00000254404	ENSG00000254404.1	AP003306.1	62213427	11
ENSG00000250910	ENSG00000250910.8	AC097467.3	155173716	4
ENSG00000124939	ENSG00000124939.6	SCGB2A1	62208673	11
ENSG00000259784	ENSG00000259784.1	AC093525.1	2513965	16
ENSG00000260293	ENSG00000260293.2	AC106820.4	2476558	16
ENSG00000122952	ENSG00000122952.17	ZWINT	56357227	10
ENSG00000232963	ENSG00000232963.1	HMGN2P20	24330402	2
ENSG00000002745	ENSG00000002745.13	WNT16	121325367	7
ENSG00000233747	ENSG00000233747.1	RPL36AP13	24334512	2
ENSG00000162065	ENSG00000162065.14	TBC1D24	2475051	16
ENSG00000100983	ENSG00000100983.12	GSS	34928432	20
ENSG00000102239	ENSG00000102239.5	BRS3	136487947	X
ENSG00000198399	ENSG00000198399.14	ITSN2	24202864	2
ENSG00000278116	ENSG00000278116.1	KIR2DL5A	54877311	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000171813	ENSG00000171813.14	PWWP2B	132397168	10
ENSG00000275795	ENSG00000275795.1	GU182339.2	54799171	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000160471	ENSG00000160471.13	COX6B2	55349306	19
ENSG00000276820	ENSG00000276820.1	KIR2DL1	54813971	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000239216	ENSG00000239216.1	AL139420.2	119000618	1
ENSG00000226172	ENSG00000226172.2	AL139420.1	119000344	1
ENSG00000276327	ENSG00000276327.1	KIR2DS1	54905478	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000243596	ENSG00000243596.1	AC130509.1	146342996	3
ENSG00000253754	ENSG00000253754.1	AC087620.1	108226200	8
ENSG00000231705	ENSG00000231705.1	AL451069.2	132419083	10
ENSG00000278306	ENSG00000278306.1	KIR2DS3	54782354	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000104408	ENSG00000104408.9	EIF3E	108201216	8
ENSG00000153563	ENSG00000153563.15	CD8A	86784610	2
ENSG00000234311	ENSG00000234311.1	AL451069.3	132433733	10
ENSG00000225142	ENSG00000225142.2	AC114495.1	31108188	1
ENSG00000277835	ENSG00000277835.4	KIR3DP1	54830630	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000075336	ENSG00000075336.12	TIMM21	74148523	18
ENSG00000262481	ENSG00000262481.5	TMEM256-PLSCR3	7389734	17
ENSG00000279431	ENSG00000279431.1	AC011840.5	30551193	17
ENSG00000168092	ENSG00000168092.14	PAFAH1B2	117144284	11
ENSG00000275185	ENSG00000275185.1	AC130324.3	30899110	17
ENSG00000172171	ENSG00000172171.11	TEFM	30897336	17
ENSG00000241358	ENSG00000241358.1	AC069528.1	146391363	3
ENSG00000124226	ENSG00000124226.11	RNF114	49936336	20
ENSG00000163746	ENSG00000163746.11	PLSCR2	146391421	3
ENSG00000171314	ENSG00000171314.9	PGAM1	97426191	10
ENSG00000263528	ENSG00000263528.8	IKBKE	206470476	1
ENSG00000250205	ENSG00000250205.1	YWHAEP4	155381042	4
ENSG00000285579	ENSG00000285579.1	AC015687.1	70669369	8
ENSG00000197579	ENSG00000197579.8	TOPORS	32540544	9
ENSG00000253124	ENSG00000253124.1	TRAPPC2P2	71448811	8
ENSG00000185149	ENSG00000185149.6	NPY2R	155208636	4
ENSG00000214761	ENSG00000214761.3	HNRNPA1P15	125595669	9
ENSG00000248356	ENSG00000248356.1	AC093864.1	145642336	4
ENSG00000254031	ENSG00000254031.6	AC022858.1	71155454	8
ENSG00000251633	ENSG00000251633.3	GYG1P1	73905357	8
ENSG00000250538	ENSG00000250538.6	AC104407.1	155206529	4
ENSG00000119487	ENSG00000119487.17	MAPKAP1	125437393	9
ENSG00000282205	ENSG00000282205.1	AC115090.1	38251172	CHR_HSCHR17_7_CTG4
ENSG00000287016	ENSG00000287016.1	AC010996.1	56361479	10
ENSG00000235453	ENSG00000235453.10	SMIM27	32551144	9
ENSG00000260458	ENSG00000260458.3	KCNJ18	21692523	17
ENSG00000267706	ENSG00000267706.3	AC020922.1	55352301	19
ENSG00000235810	ENSG00000235810.1	AL731534.1	57513157	10
ENSG00000267534	ENSG00000267534.4	S1PR2	10221433	19
ENSG00000278993	ENSG00000278993.1	AC002350.1	110501614	12
ENSG00000172466	ENSG00000172466.16	ZNF24	35332227	18
ENSG00000164114	ENSG00000164114.19	MAP9	155342658	4
ENSG00000223841	ENSG00000223841.1	AC006484.1	57955295	10
ENSG00000111237	ENSG00000111237.18	VPS29	110491097	12
ENSG00000230634	ENSG00000230634.1	AL031597.1	46481329	22
ENSG00000242858	ENSG00000242858.1	AC020899.1	83746388	5
ENSG00000270192	ENSG00000270192.1	MRPS35P3	57982285	10
ENSG00000075275	ENSG00000075275.16	CELSR1	46360834	22
ENSG00000232115	ENSG00000232115.1	AC026884.1	58106423	10
ENSG00000283566	ENSG00000283566.2	AC243725.1	21773754	17
ENSG00000180043	ENSG00000180043.11	FAM71E2	55354908	19
ENSG00000282283	ENSG00000282283.1	PLPPR3	821485	CHR_HSCHR19_5_CTG2
ENSG00000231302	ENSG00000231302.1	RPL36P2	50620763	20
ENSG00000259106	ENSG00000259106.1	AC008056.2	79611418	14
ENSG00000265233	ENSG00000265233.1	ABBA01006766.1	22056587	17
ENSG00000234693	ENSG00000234693.1	AL353653.1	50645471	20
ENSG00000258419	ENSG00000258419.1	AC022469.1	79199982	14
ENSG00000124571	ENSG00000124571.18	XPO5	43522334	6
ENSG00000258829	ENSG00000258829.1	AC026888.1	79072132	14
ENSG00000250013	ENSG00000250013.1	AC093286.1	83875166	5
ENSG00000180221	ENSG00000180221.6	TPT1P10	58212541	10
ENSG00000165264	ENSG00000165264.11	NDUFB6	32553001	9
ENSG00000151151	ENSG00000151151.6	IPMK	58191517	10
ENSG00000265019	ENSG00000265019.1	NCOR1P2	22061961	17
ENSG00000258874	ENSG00000258874.1	AC009396.3	78703615	14
ENSG00000042062	ENSG00000042062.12	RIPOR3	50586108	20
ENSG00000171311	ENSG00000171311.12	EXOSC1	97436142	10
ENSG00000021645	ENSG00000021645.18	NRXN3	78170373	14
ENSG00000263563	ENSG00000263563.6	UBBP4	22090743	17
ENSG00000224602	ENSG00000224602.1	RPS26P5	16121310	21
ENSG00000180066	ENSG00000180066.9	C10orf91	132444327	10
ENSG00000270071	ENSG00000270071.3	AP001172.1	16291079	21
ENSG00000287767	ENSG00000287767.1	AC233976.2	51325790	X
ENSG00000230317	ENSG00000230317.2	LINC01284	51095836	X
ENSG00000260569	ENSG00000260569.2	AC090398.1	74211391	18
ENSG00000286731	ENSG00000286731.1	AP001360.3	120026753	11
ENSG00000263725	ENSG00000263725.1	FTLP13	22221221	17
ENSG00000254747	ENSG00000254747.1	MTND4LP18	81552226	11
ENSG00000226900	ENSG00000226900.2	AL451069.1	132508394	10
ENSG00000255316	ENSG00000255316.1	MTND6P25	81555910	11
ENSG00000120055	ENSG00000120055.7	C10orf95	102449837	10
ENSG00000169105	ENSG00000169105.7	CHST14	40470998	15
ENSG00000142677	ENSG00000142677.4	IL22RA1	24119771	1
ENSG00000229081	ENSG00000229081.1	LINC01165	132520827	10
ENSG00000269609	ENSG00000269609.6	RPARP-AS1	102449816	10
ENSG00000143032	ENSG00000143032.8	BARHL2	90711539	1
ENSG00000139921	ENSG00000139921.13	TMX1	51240162	14
ENSG00000279320	ENSG00000279320.1	AC069528.2	146504570	3
ENSG00000232303	ENSG00000232303.2	DFFBP1	32566148	9
ENSG00000244251	ENSG00000244251.1	AC013356.1	40480752	15
ENSG00000234050	ENSG00000234050.1	Z95624.1	102937770	X
ENSG00000196937	ENSG00000196937.11	FAM3C	121348878	7
ENSG00000102128	ENSG00000102128.8	RAB40AL	102937272	X
ENSG00000229342	ENSG00000229342.3	MYL8P	33316901	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000287076	ENSG00000287076.1	AC092805.1	90719576	1
ENSG00000154582	ENSG00000154582.16	ELOC	73939169	8
ENSG00000084628	ENSG00000084628.10	NKAIN1	31179745	1
ENSG00000237447	ENSG00000237447.1	CDC27P2	10190377	Y
ENSG00000187690	ENSG00000187690.4	EZHIP	51406948	X
ENSG00000163481	ENSG00000163481.8	RNF25	218663892	2
ENSG00000225840	ENSG00000225840.2	AC010970.1	10197256	Y
ENSG00000151164	ENSG00000151164.18	RAD9B	110501655	12
ENSG00000237926	ENSG00000237926.1	AC239367.3	51162864	X
ENSG00000273858	ENSG00000273858.1	AC140113.4	11042722	Y
ENSG00000122824	ENSG00000122824.11	NUDT10	51332231	X
ENSG00000273693	ENSG00000273693.1	C2orf27AP1	11085476	Y
ENSG00000260694	ENSG00000260694.1	AC009145.3	79077376	16
ENSG00000277954	ENSG00000277954.1	AC092376.2	79202624	16
ENSG00000161911	ENSG00000161911.11	TREML1	41149342	6
ENSG00000271365	ENSG00000271365.1	AC140113.3	11107065	Y
ENSG00000261837	ENSG00000261837.1	AC046158.2	78534374	16
ENSG00000271309	ENSG00000271309.1	AC140113.2	11107389	Y
ENSG00000260511	ENSG00000260511.1	AC009145.2	79105957	16
ENSG00000270570	ENSG00000270570.1	AC140113.1	11107719	Y
ENSG00000250320	ENSG00000250320.6	AC113383.1	84382424	5
ENSG00000260969	ENSG00000260969.2	WWOX-AS1	78234652	16
ENSG00000254511	ENSG00000254511.1	AP002802.1	81970994	11
ENSG00000274231	ENSG00000274231.1	AC134878.1	11144250	Y
ENSG00000255246	ENSG00000255246.2	AP000793.1	82603529	11
ENSG00000261537	ENSG00000261537.1	AC027279.2	78994345	16
ENSG00000245832	ENSG00000245832.7	MIR4300HG	81821272	11
ENSG00000226530	ENSG00000226530.2	AL158055.1	51395959	X
ENSG00000286894	ENSG00000286894.1	AC009141.1	78793584	16
ENSG00000274162	ENSG00000274162.1	SNX18P1Y	11178306	Y
ENSG00000274502	ENSG00000274502.1	ANKRD20A6P	11173618	Y
ENSG00000287106	ENSG00000287106.1	AC106743.1	78273497	16
ENSG00000278212	ENSG00000278212.2	AC134878.2	11153858	Y
ENSG00000229151	ENSG00000229151.2	AC233976.1	51190598	X
ENSG00000279991	ENSG00000279991.1	AC009044.1	78166717	16
ENSG00000122787	ENSG00000122787.15	AKR1D1	138002324	7
ENSG00000279887	ENSG00000279887.1	AC046158.4	78525189	16
ENSG00000068383	ENSG00000068383.19	INPP5A	132537787	10
ENSG00000287437	ENSG00000287437.1	AL161662.1	90291516	14
ENSG00000257043	ENSG00000257043.1	AP006296.1	18665050	11
ENSG00000279732	ENSG00000279732.1	AC027279.3	78981722	16
ENSG00000100764	ENSG00000100764.14	PSMC1	90256527	14
ENSG00000260479	ENSG00000260479.1	AC009145.1	79090050	16
ENSG00000164176	ENSG00000164176.13	EDIL3	83940554	5
ENSG00000258567	ENSG00000258567.1	DUX4L16	11306918	Y
ENSG00000243101	ENSG00000243101.1	RPS3P7	78825281	16
ENSG00000134909	ENSG00000134909.18	ARHGAP32	128965060	11
ENSG00000133142	ENSG00000133142.17	TCEAL4	103576231	X
ENSG00000280190	ENSG00000280190.1	AC027279.4	78890231	16
ENSG00000260014	ENSG00000260014.1	LSM3P5	78355529	16
ENSG00000280213	ENSG00000280213.1	UCKL1-AS1	63953384	20
ENSG00000260733	ENSG00000260733.1	AC046158.1	78495926	16
ENSG00000198276	ENSG00000198276.16	UCKL1	63939829	20
ENSG00000260816	ENSG00000260816.2	AC027279.1	78895361	16
